epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,57.3834,1.20975,3.17469,1.19026,1,0.59518,0.99344,0.66655,0.93899,3.06208,0.90593,0.00026,0.00026,0.00026
